date,pitcher_id,pitcher_name,team,opponent,venue_home_team,line_strikeouts,line_outs,proj_strikeouts,proj_outs,adj_strikeouts,adj_outs,k_factor,outs_factor,opponent_k_rate,park_factor_used,recent_ip_per_start,recent_ip_weighted,league_avg_k_rate,edge_dir_ks,edge_dir_outs,diff_ks,diff_outs,diff_adj_ks,diff_adj_outs,over_odds_ks,under_odds_ks,over_odds_outs,under_odds_outs,actual_strikeouts,actual_outs,outcome_source
2025-09-28,663903,Brady Singer,brady singer,Cincinnati Reds,Milwaukee Brewers,Milwaukee Brewers,,,5.4,17,5.0,17,0.928,0.9881023454157782,0.2034,0.99,6.0,5.56,0.22019333333333335,,,,,,,,,,5,10,boxscore
2025-09-28,642547,Freddy Peralta,freddy peralta,Milwaukee Brewers,Cincinnati Reds,Milwaukee Brewers,,,6.1,16,6.4,16,1.057,0.9951385927505331,0.2316,0.99,5.46,5.46,0.22019333333333335,,,,,,,,,,3,6,boxscore
2025-09-28,670912,Johan Oviedo,johan oviedo,Pittsburgh Pirates,Atlanta Braves,Atlanta Braves,,,4.5,9,4.5,9,1.011,0.9836247334754797,0.2259,1.03,,,0.22019333333333335,,,,,,,,,,3,15,boxscore
2025-09-28,450203,Charlie Morton,charlie morton,Atlanta Braves,Pittsburgh Pirates,Atlanta Braves,,,7.3,17,7.7,17,1.055,0.9919402985074626,0.2359,1.03,5.53,5.53,0.22019333333333335,,,,,,,,,,1,4,boxscore
2025-09-28,681517,Kyle Leahy,kyle leahy,St. Louis Cardinals,Chicago Cubs,Chicago Cubs,,,4.4,15,4.0,15,0.901,0.988955223880597,0.2035,1.05,,,0.22019333333333335,,,,,,,,,,1,9,boxscore
2025-09-28,665871,Javier Assad,javier assad,Chicago Cubs,St. Louis Cardinals,Chicago Cubs,,,3.0,14,2.9,14,0.95,1.0107036247334755,0.2146,1.05,4.67,4.67,0.22019333333333335,,,,,,,,,,6,16,boxscore
2025-09-29,669467,Andre Pallante,andre pallante,St. Louis Cardinals,Cincinnati Reds,Cincinnati Reds,,,3.7,16,3.9,16,1.041,0.9951385927505331,0.2316,1.02,5.26,5.32,0.22019333333333335,,,,,,,,,,,,
2025-09-29,663903,Brady Singer,brady singer,Cincinnati Reds,St. Louis Cardinals,Cincinnati Reds,,,5.4,17,5.2,17,0.965,1.0107036247334755,0.2146,1.02,6.0,5.56,0.22019333333333335,,,,,,,,,,,,
2025-09-29,688158,David Morgan,david morgan,San Diego Padres,Minnesota Twins,Minnesota Twins,,,8.3,24,8.3,24,0.997,1.0043070362473348,0.2217,1.02,1.65,,0.22019333333333335,,,,,,,,,,,,
2025-09-29,657746,Joe Ryan,joe ryan,Minnesota Twins,San Diego Padres,Minnesota Twins,5.5,15.5,6.2,17,5.3,17,0.847,0.997910447761194,0.1884,1.02,4.94,5.55,0.22019333333333335,OVER,,0.7000000000000002,1.5,-0.20000000000000018,1.5,-125,-105,145,-190,,
2025-09-29,656605,Mitch Keller,mitch keller,Pittsburgh Pirates,Boston Red Sox,Boston Red Sox,4.5,15.5,4.3,16,4.4,16,1.017,1.001961620469083,0.2296,1.05,4.94,5.32,0.22019333333333335,,,-0.20000000000000018,0.5,-0.09999999999999964,0.5,125,-165,135,-175,,
2025-09-29,608337,Lucas Giolito,lucas giolito,Boston Red Sox,Pittsburgh Pirates,Boston Red Sox,,,4.7,17,4.9,17,1.045,0.9919402985074626,0.2359,1.05,6.0,5.73,0.22019333333333335,,,,,,,,,,,,
2025-09-29,693855,Ian Seymour,ian seymour,Tampa Bay Rays,Washington Nationals,Washington Nationals,,,5.6,15,5.5,15,0.981,1.0166737739872067,0.2183,1.02,5.0,,0.22019333333333335,,,,,,,,,,,,
2025-09-29,695418,Brad Lord,brad lord,Washington Nationals,Tampa Bay Rays,Washington Nationals,,,5.4,20,5.5,20,1.026,1.0168869936034115,0.2281,1.02,4.86,6.75,0.22019333333333335,,,,,,,,,,,,
2025-09-29,605540,Brandon Woodruff,brandon woodruff,Milwaukee Brewers,Toronto Blue Jays,Toronto Blue Jays,,,6.6,16,5.2,16,0.794,0.9983368869936033,0.1758,1.01,4.86,5.18,0.22019333333333335,,,,,,,,,,,,
2025-09-29,453286,Max Scherzer,max scherzer,Toronto Blue Jays,Milwaukee Brewers,Toronto Blue Jays,,,5.1,16,4.7,16,0.919,0.9881023454157782,0.2034,1.01,5.46,5.46,0.22019333333333335,,,,,,,,,,,,
2025-09-29,682243,Bryce Miller,bryce miller,Seattle Mariners,Cleveland Guardians,Cleveland Guardians,,,4.0,15,4.1,15,1.037,1.0023880597014925,0.226,0.98,5.26,5.01,0.22019333333333335,,,,,,,,,,,,
2025-09-29,676440,Tanner Bibee,tanner bibee,Cleveland Guardians,Seattle Mariners,Cleveland Guardians,,,5.3,18,5.6,18,1.065,0.9932196162046908,0.2322,0.98,6.06,5.83,0.22019333333333335,,,,,,,,,,,,
2025-09-29,645261,Sandy Alcantara,sandy alcantara,Miami Marlins,New York Mets,New York Mets,4.5,,4.6,18,4.4,18,0.949,0.9819189765458421,0.2101,1.01,6.6,5.86,0.22019333333333335,,,0.09999999999999964,,-0.09999999999999964,,-105,-125,,,,
2025-09-29,673540,Kodai Senga,kodai senga,New York Mets,Miami Marlins,New York Mets,,,4.8,15,4.5,15,0.936,1.0098507462686568,0.2071,1.01,4.74,5.02,0.22019333333333335,,,,,,,,,,,,
2025-09-29,667755,José Soriano,jose soriano,Los Angeles Angels,Houston Astros,Houston Astros,,,5.0,17,4.9,17,0.971,1.012409381663113,0.2116,0.98,5.34,5.51,0.22019333333333335,,,,,,,,,,,,
2025-09-29,686613,Hunter Brown,hunter brown,Houston Astros,Los Angeles Angels,Houston Astros,,,6.9,18,8.4,18,1.215,1.001961620469083,0.2649,0.98,6.26,6.08,0.22019333333333335,,,,,,,,,,,,
2025-09-29,669373,Tarik Skubal,tarik skubal,Detroit Tigers,Kansas City Royals,Kansas City Royals,,,8.3,20,6.9,21,0.828,1.0256289978678037,0.1832,1.01,6.94,6.59,0.22019333333333335,,,,,,,,,,,,
2025-09-29,608379,Michael Wacha,michael wacha,Kansas City Royals,Detroit Tigers,Kansas City Royals,,,4.1,17,4.4,17,1.062,1.002174840085288,0.2351,1.01,5.54,5.64,0.22019333333333335,,,,,,,,,,,,
2025-09-29,661563,Luis Gil,luis gil,New York Yankees,Chicago White Sox,Chicago White Sox,,,4.5,15,4.5,15,1.009,0.9994029850746269,0.2232,1.01,5.34,4.99,0.22019333333333335,,,,,,,,,,,,
2025-09-29,527048,Martín Pérez,martin perez,Chicago White Sox,New York Yankees,Chicago White Sox,,,5.2,16,5.4,15,1.039,0.9625159914712154,0.2299,1.01,5.06,5.41,0.22019333333333335,,,,,,,,,,,,
2025-09-29,571510,Matthew Boyd,matthew boyd,Chicago Cubs,Colorado Rockies,Colorado Rockies,,,5.2,18,5.5,19,1.067,1.0347974413646055,0.2539,1.15,6.14,6.01,0.22019333333333335,,,,,,,,,,,,
2025-09-29,685299,Tanner Gordon,tanner gordon,Colorado Rockies,Chicago Cubs,Colorado Rockies,,,3.1,15,2.7,15,0.855,0.988955223880597,0.2035,1.15,5.34,5.08,0.22019333333333335,,,,,,,,,,,,
2025-09-29,608372,Tomoyuki Sugano,tomoyuki sugano,Baltimore Orioles,San Francisco Giants,San Francisco Giants,,,3.3,15,3.5,15,1.058,0.9893816631130063,0.2261,0.94,4.54,5.09,0.22019333333333335,,,,,,,,,,,,
2025-09-29,434378,Justin Verlander,justin verlander,San Francisco Giants,Baltimore Orioles,San Francisco Giants,,,4.7,16,5.2,16,1.11,1.015820895522388,0.2374,0.94,5.66,5.27,0.22019333333333335,,,,,,,,,,,,
2025-09-29,594798,Jacob deGrom,jacob degrom,Texas Rangers,Athletics,Athletics,,,6.0,17,6.3,17,1.05,1.0028144989339018,0.2255,0.95,5.4,5.66,0.22019333333333335,,,,,,,,,,,,
2025-09-29,669372,J.T. Ginn,j.t. ginn,Athletics,Texas Rangers,Athletics,,,6.0,16,6.1,16,1.014,1.0064392324093816,0.2179,0.95,4.6,5.44,0.22019333333333335,,,,,,,,,,,,
2025-09-29,694297,Brandon Pfaadt,brandon pfaadt,Arizona Diamondbacks,Los Angeles Dodgers,Los Angeles Dodgers,,,4.3,16,4.4,16,1.018,0.9746695095948827,0.2208,0.97,5.2,5.31,0.22019333333333335,,,,,,,,,,,,
2025-09-29,808967,Yoshinobu Yamamoto,yoshinobu yamamoto,Los Angeles Dodgers,Arizona Diamondbacks,Los Angeles Dodgers,,,6.8,18,6.6,18,0.977,0.9940724946695095,0.212,0.97,6.66,6.0,0.22019333333333335,,,,,,,,,,,,
2025-09-29,694462,Hurston Waldrep,hurston waldrep,Atlanta Braves,Philadelphia Phillies,Philadelphia Phillies,,,7.1,21,6.7,21,0.944,0.9959914712153518,0.2121,1.04,5.8,7.16,0.22019333333333335,,,,,,,,,,,,
2025-09-29,666200,Jesús Luzardo,jesus luzardo,Philadelphia Phillies,Atlanta Braves,Philadelphia Phillies,,,6.6,17,6.6,17,1.005,0.9836247334754797,0.2259,1.04,5.74,5.64,0.22019333333333335,,,,,,,,,,,,
2025-09-30,669373,Tarik Skubal,tarik skubal,Detroit Tigers,Kansas City Royals,Kansas City Royals,7.5,18.5,8.3,20,6.9,21,0.828,1.0256289978678037,0.1832,1.01,6.94,6.59,0.22019333333333335,OVER,,0.8000000000000007,1.5,-0.5999999999999996,2.5,-135,105,140,-180,,
2025-09-30,668909,Gavin Williams,gavin williams,Cleveland Guardians,Seattle Mariners,Cleveland Guardians,5.5,14.5,5.6,17,6.0,17,1.065,0.9932196162046908,0.2322,0.98,6.2,5.62,0.22019333333333335,,OVER,0.09999999999999964,2.5,0.5,2.5,-170,130,-175,135,,
2025-09-30,601713,Nick Pivetta,nick pivetta,San Diego Padres,Minnesota Twins,Minnesota Twins,4.5,14.5,6.1,17,6.1,17,0.997,1.0043070362473348,0.2217,1.02,5.66,5.78,0.22019333333333335,OVER,OVER,1.5999999999999996,2.5,1.5999999999999996,2.5,-160,120,-145,105,,
2025-09-30,571510,Matthew Boyd,matthew boyd,Chicago Cubs,Colorado Rockies,Colorado Rockies,3.5,14.5,5.2,18,5.5,19,1.067,1.0347974413646055,0.2539,1.15,6.14,6.01,0.22019333333333335,OVER,OVER,1.7000000000000002,3.5,2.0,4.5,-130,,-155,115,,
2025-09-30,676979,Garrett Crochet,garrett crochet,Boston Red Sox,Pittsburgh Pirates,Boston Red Sox,7.5,17.5,8.1,19,8.5,19,1.045,0.9919402985074626,0.2359,1.05,6.6,6.47,0.22019333333333335,,,0.5999999999999996,1.5,1.0,1.5,-125,-105,-155,115,,
2025-09-30,608331,Max Fried,max fried,New York Yankees,Chicago White Sox,Chicago White Sox,5.5,17.5,6.0,19,6.1,19,1.009,0.9994029850746269,0.2232,1.01,6.66,6.24,0.22019333333333335,,,0.5,1.5,0.5999999999999996,1.5,-150,115,-155,115,,
2025-09-30,668881,Hunter Greene,hunter greene,Cincinnati Reds,St. Louis Cardinals,Cincinnati Reds,5.5,15.5,7.3,17,7.0,17,0.965,1.0107036247334755,0.2146,1.02,6.14,5.78,0.22019333333333335,OVER,,1.7999999999999998,1.5,1.5,1.5,-165,125,115,-155,,
2025-09-30,605483,Blake Snell,blake snell,Los Angeles Dodgers,Arizona Diamondbacks,Los Angeles Dodgers,6.5,,5.5,16,5.4,16,0.977,0.9940724946695095,0.212,0.97,5.26,5.26,0.22019333333333335,UNDER,,-1.0,,-1.0999999999999996,,-115,-115,,,,
2025-09-30,663903,Brady Singer,brady singer,Cincinnati Reds,St. Louis Cardinals,Cincinnati Reds,,,5.4,17,5.2,17,0.965,1.0107036247334755,0.2146,1.02,6.0,5.56,0.22019333333333335,,,,,,,,,,,,
2025-09-30,693855,Ian Seymour,ian seymour,Tampa Bay Rays,Washington Nationals,Washington Nationals,,,5.6,15,5.5,15,0.981,1.0166737739872067,0.2183,1.02,5.0,,0.22019333333333335,,,,,,,,,,,,
2025-09-30,695418,Brad Lord,brad lord,Washington Nationals,Tampa Bay Rays,Washington Nationals,,,5.4,20,5.5,20,1.026,1.0168869936034115,0.2281,1.02,4.86,6.75,0.22019333333333335,,,,,,,,,,,,
2025-09-30,661563,Luis Gil,luis gil,New York Yankees,Chicago White Sox,Chicago White Sox,,,4.5,15,4.5,15,1.009,0.9994029850746269,0.2232,1.01,5.34,4.99,0.22019333333333335,,,,,,,,,,,,
2025-09-30,694297,Brandon Pfaadt,brandon pfaadt,Arizona Diamondbacks,Los Angeles Dodgers,Los Angeles Dodgers,,,4.3,16,4.4,16,1.018,0.9746695095948827,0.2208,0.97,5.2,5.31,0.22019333333333335,,,,,,,,,,,,
